ID,Translation,English,Comments by Manuel,Comments,
report.adult.next.sp,"- Ahorra algo regularmente. Puede ser de $5 o $500 como inicio de una cuenta de emergencia o de inversión o para la jubilación. Comprométete a ahorrar semanalmente. - Haz una lista de actividades alternativas a las compras. Planea hacerlos con otras personas. - Recuerda cuándo vencen las facturas. Siempre paga a tiempo. - Infórmate bien. ¿Necesitas un préstamo o pagarás por asesoría financiera? Haz seis llamadas y pregunta: ¿Cuánto cuesta? ¿Qué servicio ofrecen? ¿Qué hacen que sea mejor o diferente a los demás? ¿Qué otras preguntas debo hacer para estar mejor informado? Aprenderás mucho y te sentirás seguro. - Toma nota de todo lo que gastas durante un mes. Clasifica cada elemento del 1 al 10 por diversión y valor. - Antes de cada compra pregúntate: ¿Es esto una necesidad o un deseo? ¿Cuánto tiempo tendré que trabajar para pagarlo? ¿Vale la pena el sueldo de una hora? ¿Vale la pena el sueldo de una semana? - Obtén ayuda para establecer un plan para pagar las deudas. - Si habitualmente te sientes culpable o avergonzado por tus gastos o deudas o si te sientes fuera de control al comprar, considera un grupo de apoyo o asesoría especializada.  ","- Save something regularly. It can be $5 or $500 as a start of an emergency or investments account or for retirement. Commit to saving weekly.
- Make a list of alternative activities to shopping. Plan to do them with other people.
- Know when bills are due. Always pay on time.
- Be well informed. Need a loan or will pay for financial advice? Make six calls and ask: What are your fees? What service do you offer? What do you do that's better or different than others? What other questions should I ask to be better informed? You will learn a lot and feel confident.
- Record everything you spend for a month. Rank each item 1-10 for enjoyment and value.
- Before each purchase ask yourself: Is this a need or a want? How long will I have to work to pay for it? Is it worth an hour's pay? Is it worth a week's pay?
- Get help to set up a plan to pay off debts.
- If you routinely feel guilty, ashamed or embarrassed about your spending or debt or if you feel out of control when shopping, consider a support group or counseling.",,,
report.adult.next.st,"- Compra calidad, no marcas de nombre. Limita los artículos de moda al 10% de tus compras. Haz una lista de regalos; asigna un límite de precio para cada persona. Busca ofertas. Quédate con esa cantidad. - Si tienes una deuda, aprende a pagarla. - Compra en un catálogo para evitar gastos impulsivos causados ​​por exhibiciones en tiendas, ventas y vendedores persuasivos. - Compra cuando te sientas bien, no cuando te sientas estresado, enojado, cansado, hambriento o presionado. - Establece un presupuesto. Usa depósitos directos para asegurarte de que haya dinero para pagar facturas y ahorros para el futuro. Si es posible, configura pagos automáticos para facturas. - Considera que eres una persona valiosa y digna de ser amada por si misma y no por su dinero.","- Shop for quality, not name brands. Limit trendy items to 10% of your purchases.
- Make a gift list; assign a price limit for each person. Look for sales. Stick to that amount.
- If you have debt, learn how to pay it off.
- Shop from a catalog to avoid impulsive spending caused by store displays, sales and persuasive salespeople.
- Shop when you are feeling good, not when you feel stressed, angry, tired, hungry or pressured.
- Set up a budget. Use direct deposits to ensure there is money to pay bills and savings for the future. Set up automatic payments for bills if possible.
- Support yourself with affirmations that you are a lovable, valuable person.",,,
report.adult.ns.ca.o.l1,"Conoce los gastos reales que necesitas para mantenerte, incluso si no los pagas (seguro, servicios públicos, etc.).","Know the realistic expenses to support yourself even if you don't pay them (insurance, utilities, etc.).",,,
report.adult.ns.ca.o.l2,Redondea los gastos hacia arriba y los ingresos hacia abajo para trabajar con números fáciles para hacer un presupuesto y rastrear tu dinero,Round expenses up and income down to work with easy numbers to budget and track your money.,,,
report.adult.ns.ca.o.l3,"Si vives con alguien que paga tus facturas, revisa los gastos de un mes para comprender tus costos básicos ","If you live with someone who pays the bills, go over a month's expenses to understand your basic costs.",,,
report.adult.ns.ca.o.l4,"Si tienes inversiones o si tienes dinero acumulado, haz una cita con un profesional financiero para averiguar cuánto dinero tienes y cómo se administra","If you have investments or inherited money, make an appointment with a financial professional to find out how much money you have and how it's being managed.",,,
report.adult.ns.ca.o.l5,Determina si te están pagando lo justo,Determine if you are being payed fairly.,,,
report.adult.ns.ca.o.l6,"Si no administras el dinero porque no sabes cómo hacerlo, toma una clase o solicita ayuda.","If you avoid managing money because you lack skills, take a class or ask for help.",,,
report.adult.ns.ca.o.l7,"Puede serte útil trabajar con un asesor si tienes miedo de: adquirir un compromiso, asumir responsabilidades, tener dinero, poseer objetos de valor o invertir.","Work with a counselor if you have fear of: commitment, taking on responsibility, having money, owning valuables, or investing.",,,
report.adult.ns.ca.u.l1,"Pregúntate qué es lo peor que puede suceder si dejas pasar algo, cometes un error o no lo haces a la perfección. ¿Podrías vivir con ese resultado?","Ask yourself what is the worst that can happen if you let something slide, make a mistake, or don't do it perfectly. Could you live with that outcome?",,,
report.adult.ns.ca.u.l2,Vive más en el momento,Be more in the moment.,,,
report.adult.ns.ca.u.l3,"Antes de decir ""no"" pregúntate ¿Por qué no? Puede ayudarte a ser más flexible.","Before saying ""no"" ask yourself ""why not?"" It may help you be more flexible.",,,
report.adult.ns.ca.u.l4,Mira tu calendario y tu presupuesto para ver si estás siendo demasiado rígido o exigente contigo mismo o con otros.,Look at your calendar and your budget to see if you are being too rigid or demanding on yourself or others.,,,
report.adult.ns.ca.u.l5,"En lugar de privarte, explora opciones menos costosas para satisfacer tus necesidades y deseos","Instead of depriving yourself, explore less expensive options to meet your needs and wants.",,,
report.adult.ns.ca.u.l6,"Al considerar un trabajo, compra o servicio, en lugar de enfocarte en el precio, piensa en otros valores: ¿Ahorrarás tiempo, te facilitarás la vida, brindarás una valiosa oportunidad o será significativo?","When considering a job, purchase, or service, instead of focusing on the price, think about other values: Will it save time, make life easier, provide a valued opportunity, or be meaningful?",,,
report.adult.ns.ca.u.l7,Ponte a prueba al salir de tu zona de confort y arriesgarte más.,Challenge yourself to go out of your comfort zone and take more risks.,,,
report.adult.ns.gi.o.l1,Organiza actividades para darte gustos que no estén relacionadas con tus obras de caridad favoritas.,Plan activities for personal enjoyment that are unrelated to your favorite charities.,,,
report.adult.ns.gi.o.l2,¿Das mucho de tu tiempo? Conoce el valor de tu trabajo y negocia un salario.,Do you give away too much of your time? Know the value of your work and negotiate your salary.,,,
report.adult.ns.gi.o.l3,Conoce cuánto puedes dar e identifica cómo te gustaría dar (una cantidad grande una vez o  cantidades pequeñas a lo largo del tiempo). Establece y cumple con un plan.,"Know how much you can give and identify how you like to give (big amounts at once, small amounts over time). Stick to a plan.",,,
report.adult.ns.gi.o.l4,Planea darte a ti mismo y ahorra para tu futuro.,Plan to give to yourself and save for your future.,,,
report.adult.ns.gi.o.l5, poverty is not inherently honorable.,Understand that having money is not inherently bad,Comprende que tener dinero no es en si mismo malo, la pobreza no es por si misma honorable.,
report.adult.ns.gi.o.l6,"Antes de ayudar a otros, considera si estás limitando el desarrollo de un comportamiento responsable","Before helping others, consider if it limits their development of responsible behavior.",,,
report.adult.ns.gi.o.l7,"Si atraes a gente con necesidad, explora en qué te beneficia ser necesario para otros.","If you attract needy people, explore the benefits you receive from being needed.",,,
report.adult.ns.gi.o.l8,"Identifica tus propias necesidades, deseos e ideas antes de aceptar los planes financieros de otra persona.","Identify your own needs, wants, and ideas before agreeing to someone else's financial plans.",,,
report.adult.ns.gi.u.l1,"El Habito Generosidad puede estar subutilizado, incluso si das generosamente, pero no estás motivado por la alegría de hacerlo. Puedes dar por obligación o responsabilidad, por tener influencia, para compensar por sentirte culpable o porque no sabes cómo decir ""no"".","Giving may appear to be underused even if you give generously but are not motivated by the joy of it. You may give out of obligation or responsibility, to have influence, to compensate for feeling guilty or becaues you don't know how to say ""no.""",,,
report.adult.ns.gi.u.l2,Busca individuos u organizaciones que compartan tus valores y determina una cantidad para contribuir a ellos.,Look for individuals or organizations that share your values and determine an amount to contribute to them.,,,
report.adult.ns.gi.u.l3,"Busca oportunidades para dar de una manera que satisfaga tus necesidades y te haga sentir cómodo (responsabilidad, anonimato, agradecimiento, reconocimiento).","Look for opportunities to give in a way that meets your needs and makes you comfortable (accountability, anonymity, appreciation, acknowledgement).",,,
report.adult.ns.gi.u.l4,Reserva una cantidad que debes dar cada semana o mes.,Set aside an amount that you must give each week or month.,,,
report.adult.ns.over,SOBREUSO,OVERUSING,,,
report.adult.ns.pg1.s1.a1,"Si es así, ¡felicidades! Revisa periódicamente para ver si tus hábitos y actitudes financieras siguen funcionándote. Cuando las circunstancias cambian, es posible que debas cambiar también.","If so, congratulations! Periodically check back to see if your financial habits and attitudes are still working for you. When circumstances change, you may need to change as well. ",,,
report.adult.ns.pg1.s1.a2,"Sin embargo, si no estás satisfecho y te gustaría hacer algunas cosas de manera diferente, ¡ahora tienes una ventaja! Sabes lo que te motiva. En lugar de responder automáticamente cuando te enfrentas a una elección de rutina o una decisión financiera importante, eres consciente de cómo tus hábitos de dinero influyen en tus acciones. ¡Ahora puedes prepararte para hacerte cargo!","However, if you're not satisfied and would like to do some things differently, you now have an advantage! You know what motivates you. Instead of responding automatically when faced with a routine choice or a major financial decision, you're aware of how your Money Habitudes influence your actions. Now you can prepare yourself to take charge!",,,
report.adult.ns.pg1.s1.l1,Paso 1 - La pregunta más importante es:,Step 1 - The most important question is:,,,
report.adult.ns.pg1.s1.l2,¿Cómo funciona tu combinación de Hábitos Monetarios?,How is your combination of Money Habitudes working for you?,,,
report.adult.ns.pg1.s1.q,¿Estás satisfecho de que tu combinación te ayude a alcanzar tus objetivos y no te cause problemas?,Are you satisfied that your combination is helping you reach your goals and not causing problems?,,,
report.adult.ns.pg1.s2.p,"Al considerar los siguientes pasos, no hay una respuesta correcta. Por ejemplo, supongamos que dos personas tienen ocho tarjetas de seguridad y ninguna tarjeta espontánea. Uno puede reaccionar con orgullo porque recientemente tomó el control de sus gastos Espontaneidad y está ahorrando intencionalmente para el futuro. Su próximo paso puede ser seguir haciendo lo que está haciendo. Alguien más puede darse cuenta de que ser tan cauteloso ya no es necesario o en realidad la está limitando. Puede sentir que es hora de centrarse menos en la seguridad y volverse más Espontaneidad.","When considering next steps, there isn't one right answer. For example, let's say two people have eight Security cards and no Spontaneous cards. One may react with pride because he's recently taken control of his spontaneous spending and is intentionally saving for the future. His next step may be to keep doing what he is doing. Someone else may realize that being so cautious is no longer necessary or is actually limiting her. She may feel it's time to focus less on security and become more spontaneous. ",,,
report.adult.ns.pg1.s2.q1.l1,Información y recursos para administrar el dinero de manera más efectiva o para prepararse para el futuro.,Information and resources to manage money more effectively or to prepare for the future.,,,
report.adult.ns.pg1.s2.q1.l2,Soporte y orientación para que pueda seguir y hacer lo que ya sabe que necesita hacer.,Support and guidance so you can follow through and do what you already know you need to do.,,,
report.adult.ns.pg1.s2.q1.q,¿Qué es lo que realmente necesito?,What do I really need?,,,
report.adult.ns.pg1.s2.q2.l1,"Si te resulta más fácil trabajar con alguien, considera qué tipos de profesionales, clases o programas serían los más adecuados.","If you find it easier to work with someone, consider what types of professionals, classes, or programs would be the best fit.",,,
report.adult.ns.pg1.s2.q2.l2,"Si prefieres trabajar de forma independiente y estás motivado, puede ser una buena opción utilizar los recursos y libros en línea.","If you prefer working independently and are self-motivated, using online resources and books may be a good choice.",,,
report.adult.ns.pg1.s2.q2.q,¿Cómo me gusta aprender? ¿Qué me ha funcionado?,How do I like to learn? What has worked for me?,,,
report.adult.ns.pg1.s2.q3.q,¿Tengo más éxito haciendo cambios gradualmente o de una vez?,Am I more successful making changes gradually or all at once?,,,
report.adult.ns.pg1.s2.subtitle,"Antes de establecer metas o pensar en los próximos pasos, hazte tres preguntas:","Before you set goals or think about next steps, ask yourself three questions:",,,
report.adult.ns.pg1.s2.title,Paso 2 - ¿Qué funciona para que tengas éxito?,Step 2 - What works for you to be successful?,,,
report.adult.ns.pg1.s3.over.h,SOBREUSO,OVERUSING,,,
report.adult.ns.pg1.s3.over.p,"En general, si un tipo de Hábito Monetario es muy fuerte, puedes estar usándolo en exceso.","Generally, if a Money Habitude type is very strong, you may be overusing it.",,,
report.adult.ns.pg1.s3.p1,Pregúntate a ti mismo: ¿Hay situaciones específicas en las que abusas o subutilizas ese tipo?,Ask yourself: Are there specific situations where you overuse or underuse that type?,,,
report.adult.ns.pg1.s3.p2,Las siguientes sugerencias (en las páginas siguientes) pueden ayudarte a cambiar sus hábitos y actitudes.,The following suggestions (in the next pages) can help you change your habits and attitudes.,,,
report.adult.ns.pg1.s3.p3,"¿Te beneficiarías de alguna de las siguientes sugerencias? Si es así, elije sólo una o dos acciones para comenzar.","Would you benefit from using a suggestion below? If so, choose only one or two actions to get started.",,,
report.adult.ns.pg1.s3.title,Paso 3: tomar medidas,Step 3 - Taking Action,,,
report.adult.ns.pg1.s3.under.h,SUBUSO,UNDERUSING,,,
report.adult.ns.pg1.s3.under.p,"En general, si te falta un tipo de Hábito Monetario, puedes estar utilizándolo poco.","Generally, if you are missing a Money Habitude type, you may be underusing it.",,,
report.adult.ns.pg1.title,Próximos pasos,Next Steps,,,
report.adult.ns.pl.o.l1,Aprende habilidades de comunicación efectiva que puedes usar cuando estés presionado por otros para gastar dinero cuando entra en conflicto con tus valores o metas,Learn communication skills to use when pressured by others to spend in ways that conflict with your values or goals.,,,
report.adult.ns.pl.o.l2,Identifica y explora mensajes de dinero de tu pasado.,Identify and explore money messages from your past.,,,
report.adult.ns.pl.o.l3,"Pregúntate si tus objetivos reflejan tus deseos y necesidades, o si en realidad son las expectativas de otros sobre lo que ""deberías"" hacer.","Ask yourself if your goals reflect your wants and needs - or are they actually others' expectations of what you ""should"" do.",,,
report.adult.ns.pl.o.l4,Apoya y da a los demás.,Be supportive and giving to others.,,,
report.adult.ns.pl.o.l5,"Tómate un descanso de ser productivo y orientado a objetivos. Sé espontáneo, relájate, disfruta la vida.","Take a break from being productive and goal-oriented. Be spontaneous, relax, enjoy life.",,,
report.adult.ns.pl.o.l6,Prueba nuevas actividades fuera de tu zona de confort. Toma algunos riesgos.,Try new activities outside your comfort zone. Take some risks.,,,
report.adult.ns.pl.o.l7,Se tolerante y paciente con las personas cuyos estilos de vida y valores son diferentes. Ve las cosas desde su perspectiva para aprender qué funciona para ellos.,Be tolerant and patient with people whose lifestyles and values are different. See things from their perspective to learn what works for them.,,,
report.adult.ns.pl.u.l1,"Escribe lo que te agregaría valor este año (vacaciones, pago de deudas, etc.) y lo que deseas en el futuro (ser dueño de una casa, iniciar un negocio, etc.). Es el comienzo de planes a corto y largo plazo.","Write down what would add value to you this year (vacation, pay off debt, etc.) and what you want in the future (own a home, start a business, etc.). It's the start of short- and long-term plans.",,,
report.adult.ns.pl.u.l2,"Haz una lista de cómo gastaste dinero el año pasado (o el mes pasado). Marca los elementos con un ""+"" si fueron necesarios o dieron un buen uso al dinero; marca los demás con una ""x"".","Make a list of how you spent money last year (or last month). Mark items with a ""+"" if they were necessary or a good use of money; mark those that weren't with an ""x"".",,,
report.adult.ns.pl.u.l3,"Haz una lista de los gastos necesarios (vivienda, alimentación, transporte, etc.). Incluye los artículos con compromiso trimestral o anual. Encierra en un círculo los que cambian cada mes (servicios de luz, gas, alimentos, tarjetas de crédito, regalos, etc.).","Make a list of necessary expenses (housing, food, transport, etc.). Include items billed quarterly or annually. Circle those that change by month (utilities, food, credit cards, gifts, etc.).",,,
report.adult.ns.pl.u.l4,Usa esta información para hacer un plan realista de gastos y ahorros.,Use this information to make a realistic spending and savings plan.,,,
report.adult.ns.pl.u.l5,Establece pagos automáticos y deducciones para cumplir con tu plan.,Set up automatic payments and deductions to stick to your plan.,,,
report.adult.ns.s4.h,Paso 4 - ¿Dónde puedes obtener ayuda?,Step 4 - Where can you get help?,,,
report.adult.ns.s4.p,"Una vez que hayas elegido una o dos estrategias anteriores, tienes muchos recursos disponibles para ayudarte a establecer ‰ ÛÒ y lograr ‰ ÛÒ metas financieras y personales. Comunícate con amigos o profesionales, conéctate en línea, lee un libro o encuentra un grupo u organización que satisfaga tu necesidad de información. A menudo, las universidades, empresas, cooperativas de crédito y otras organizaciones ofrecen diferentes tipos de apoyo.","Once you have chosen one or two strategies above, you have many resources available to help you set ‰ÛÒ and achieve ‰ÛÒ financial and personal goals. Reach out to friends or professionals, go online, read a book, or find a group or organization that meets your need for information. Often universities, companies, credit unions, and other organizations offer different types of support.",,,
report.adult.ns.s4.s.1.h,¿Buscas la administración del dinero del día a día?,Looking for day-to-day money management?,,,
report.adult.ns.s4.s.1.p,"Los educadores financieros imparten clases para desarrollar planes de ahorro y gasto, administrar deudas, mejorar el crédito, rastrear gastos y preparar impuestos. Los programas se ofrecen con frecuencia a través de programas de educación para adultos, bases militares, departamentos de recursos humanos, bancos, cooperativas de crédito y organizaciones religiosas. United Way es a menudo un buen punto de partida. El sistema de Educación Cooperativa se encuentra en todos los estados y ofrece clases y apoyo individual. Otros recursos incluyen el Servicio de Asesoramiento de Crédito al Consumidor y la Fundación Nacional para el Asesoramiento de Crédito. El sitio web de la Asociación de Asesoramiento Financiero y Educación en planificación enumera a los Asesores Financieros Acreditados.","Financial educators teach classes to develop savings and spending plans, manage debt, improve credit, track expenses, and prepare taxes. Programs are frequently offered through adult education programs, military bases, human resource departments, banks, credit unions, and faith-based organizations. The United Way is often a good starting place. The Cooperative Education system is in every state and offers classes and individual support. Other resources include Consumer Credit Counseling Service and the National Foundation for Credit Counseling. The website for the Association for Financial Counseling and Planning Education lists Accredited Financial Counselors.",,,
report.adult.ns.s4.s.2.h,¿Necesitas información para una planificación futura o asesoramiento fiscal y legal?,Need information for future planning or tax and legal advice?,,,
report.adult.ns.s4.s.2.p,"Los asesores financieros, asesores, planeadores y contadores certificados pueden abordar tus necesidades específicas para ser financieramente estable. Estos pueden estar relacionados con finanzas personales, gestión de deudas, obligaciones financieras, impuestos, jubilación, planificación de emergencia, inversión, educación y planificación de cuidados a largo plazo.","Certified financial counselors, advisers, planners, and accountants can address your specific needs to be financially stable. These may be related to personal finances, debt management, financial obligations, taxes, retirement, emergency planning, investing, education, and long-term care planning.",,,
report.adult.ns.s4.s.3.h,¿Necesitas ayuda para comenzar o seguir?,Need help getting started or following through?,,,
report.adult.ns.s4.s.3.p1,"A menudo los problemas de dinero  van de la mano con otros desafíos. Es posible que sepas qué hacer, pero te resulta difícil debido a problemas con tu organización, administración del tiempo, comunicación efectiva o falta de claridad sobre tus propios valores o prioridades. Es posible que necesites la confianza para hablar, negociar, decir ""no"" a los demás y ""sí"" a ti mismo. O administrar el dinero puede estar asociado con recuerdos desagradables o experiencias negativas. Trabajar con un consejero o grupo de apoyo puede proporcionar la comprensión y las estrategias que pueden afectar positivamente tus finanzas.","Money issues often go hand-in-hand with other challenges. You may know what to do, but have a difficult time because of problems with your organization, time management, effective communication, or not being clear about your own values or priorities. You may need the confidence to speak up, negotiate, say ""no"" to others and ""yes"" to yourself. Or managing money may be associated with unpleasant memories or negative experiences. Working with a counselor or support group may provide the understanding and strategies that can positively affect your finances.",,,
report.adult.ns.s4.s.3.p2,"Hay grupos de apoyo en línea y locales para gastos excesivos, gestión de deudas, adicciones, acaparamiento y otros desafíos que afectan las finanzas. Muchos consejeros, psicólogos, terapeutas, trabajadores sociales y entrenadores tienen experiencia adicional en el lado emocional de los problemas de dinero. La Asociación de Terapia Financiera y el Centro de Trabajo Social Financiero son dos recursos para encontrar un profesional.","There are both online and local support groups for overspending, debt management, addictions, hoarding, and other challenges that affect finances. Many counselors, psychologists, therapists, social workers, and coaches have additional expertise on the emotional side of money issues. The Financial Therapy Association and Center for Financial Social Work are two resources for finding a professional.",,,
report.adult.ns.s4.s.h,Aquí hay algunas sugerencias:,Here are some suggestions:,,,
report.adult.ns.se.o.l1,"Vuelve a evaluar tu presupuesto para incluir diversión, regalos y poder responder espontáneamente a las oportunidades.","Reassess your budget to include fun, gifts, and being able to respond spontaneously to opportunities.",,,
report.adult.ns.se.o.l2,Pasa menos tiempo registrando y administrando las finanzas.,Spend less time recording and managing finances.,,,
report.adult.ns.se.o.l3,Planea gastar dinero en algo especial mensualmente.,Plan to spend money on something special monthly.,,,
report.adult.ns.se.o.l4, learn how your behavior related to money affects others.,Talk to people close to you,Habla con personas cercanas a ti, aprende cómo les afecta tu comportamiento relacionado con el dinero.,
report.adult.ns.se.o.l5,Enfrenta tu miedo. Pon todo lo que necesitas para sobrevivir en una bolsa para estar preparado para lo peor.,Face your fear. Put everything you'd need to survive in a bag so you're prepared for the worst.,,,
report.adult.ns.se.o.l6,"¿Dices ""no"" por costumbre a las cosas que quieres? Cierra la mano en un puño y luego ábrelo un dedo a la vez para recordar que debes permitir que el dinero fluya sin ser bloqueado. Luego decide cómo se siente al comprarlo.","Do you say ""no"" out of habit to things you want? Make a first. Open it one finger at a time to remind yourself to allow money to flow in and out without being blocked. Then decide how you feel about buying it.",,,
report.adult.ns.se.o.l7,Entrevista a profesionales financieros. Encuentra a alguien de confianza para obtener una nueva perspectiva sobre el ahorro y la inversión para un plan más llevadero.,Interview financial professionals. Find someone you trust to gain new perspective on saving and investing for a more livable plan.,,,
report.adult.ns.se.u.l1,Ahorra algo regularmente. Puede ser de $ 5 o $ 500 como inicio de un ahorro para  emergencia o de inversión o para la jubilación. Comprométete a ahorrar cada vez que tienes ingresos.,Save something regularly. It can be $5 or $500 as a start of an emergency or investments account or for retirement. Commit to saving weekly.,Changed weekly by every time there is income. The likely is to have income every two weeks,,
report.adult.ns.se.u.l2,"Obtén tu informe de crédito y puntaje de crédito. Si es necesario, ten un plan para pagar tus deudas.","Get your credit report and credit score. If necessary, have a plan to pay off your debts.",,,
report.adult.ns.se.u.l3,Observa cuándo vencen las facturas. Siempre paga a tiempo.,Know when bills are due. Always pay on time.,,,
report.adult.ns.se.u.l4,Infórmate bien. ¿Necesitas un préstamo o pagarías por asesoramiento financiero? Haz seis llamadas y pregunta: ¿Cuánto cuesta? ¿Qué servicio ofrecen? ¿Qué hacen que sea mejor o diferente a los demás? ¿Qué otras preguntas debo hacer para estar mejor informado? Aprenderás mucho y te sentirás seguro.,Be well informed. Need a loan or will pay for financial advice? Make six calls and ask: What are your fees? What service do you offer? What do you do that's better or different than others? What other questions should I ask to be better informed? You will learn a lot and feel confident.,,,
report.adult.ns.se.u.l5,Usa recursos para determinar cuánto necesitas para satisfacer tus necesidades y objetivos en el futuro. ¡No esperes hasta que tengas un plan para comenzar a ahorrar!,Use resources to help you determine how much you need to meet your needs and goals in the future‰ÛÓdo not wait until you have a plan to start saving!,,,
report.adult.ns.sp.o.l1, even just $1 adds up.,Use direct deposit and automatic payments. Save a set amount weekly,Usa depósito directo y pagos automáticos. Ahorra una cantidad establecida semanalmente, incluso cantidades pequeñas suman en el tiempo.,shoud we stress the amount or the process? $1 is not much anyway
report.adult.ns.sp.o.l2,Haz una lista de actividades alternativas a las compras. Hazlas con otras personas.,Make a list of alternative activities to shopping. Do them with other people.,,,
report.adult.ns.sp.o.l3,"No uses tarjetas de crédito de las tiendas. Mantén una tarjeta importante para emergencias, pero déjala en casa. Usa efectivo.",Don't use store credit cards. Keep one major card for emergencies but leave it at home. Use cash.,,,
report.adult.ns.sp.o.l4,"Mantente alejado de las tiendas y lejos de las redes de compras por TV. Comienza con una ""semana sin compras"" al mes.","Stay out of stores and away from TV shopping networks. Start with a monthly ""no shopping week.""",,,
report.adult.ns.sp.o.l5,Registra todo lo que gastas durante un mes. Clasifica cada elemento del 1 al 10 por diversión y valor.,Record everything you spend for a month. Rank each item 1-10 for enjoyment and value.,,,
report.adult.ns.sp.o.l6,Antes de cada compra pregúntate: ¿Esto lo quiero o lo necesito? ¿Cuánto tiempo tendré que trabajar para pagarlo? ¿Vale la pena el sueldo de una hora? ¿El sueldo de una semana?,Before each purchase ask yourself: Is this a need or a want? How long will I have to work to pay for it? Is it worth an hour's pay? A week's pay?,,,
report.adult.ns.sp.o.l7,Obtén ayuda para establecer un plan para pagar las deudas.,Get help to set up a plan to pay off debts.,,,
report.adult.ns.sp.o.l8,"Considera un grupo de apoyo o asesoría especializada si te sientes culpable o avergonzado por el gasto o la deuda, o si te sientes fuera de control al comprar.","Consider a support group or consulting if you feel guilty, ashamed, or embarassed about spending or debt or if you feel out of control when shopping.",,,
report.adult.ns.sp.u.l1,Es posible que la espontaneidad parezca poco utilizada si planeas ser espontaneo. Por ejemplo: sabes que se acerca un gran evento o esperas que te pidan dinero y planeaste con anticipación gastar más.,Spontaneous may appear to be underused if you plan to be spontaneous. For example: You know a big event is coming up or you expect to be asked for money and you planned ahead to spend extra.,,,
report.adult.ns.sp.u.l2,Ten una cantidad (incluso una pequeña cantidad) de dinero que puedas usar para divertirte en el momento.,Have an amount (even a small amount) of money that can be used to have fun in the moment.,,,
report.adult.ns.sp.u.l3,"Antes de decir automáticamente ""no"", pregúntate qué es lo peor que puede suceder si dices ""sí"" o te arriesgas. Si no hay negativos o sólo consecuencias mínimas, di ""sí"".","Before automatically saying ""no,"" ask yourself what is the worst that can happen if you say ""yes"" or take the risk. If there are no negatives or only minimal consequences, say ""yes.""",,,
report.adult.ns.sp.u.l4,Diferencia entre comportamiento arriesgado y riesgos calculados.,Differentiate between risky behavior and calculated risks.,,,
report.adult.ns.sp.u.l5,Habla con un profesional para determinar si tu estilo típico de administración de dinero realmente te está costando dinero y oportunidades.,Talk to a financial advisor to determine if your typical money management style is actually costing you money and opportunities.,,,
report.adult.ns.sp.u.l6,Habla con un profesional o únete a un grupo de apoyo para salir de tu zona de confort.,Talk to a counselor or join a support group to get out of your comfort zone.,,,
report.adult.ns.st.o.l1,"Compra calidad, no marcas. Limita los artículos de moda al 10% de las compras.","Shop for quality, not brands. Limit trendy items to 10% of purchases.",,,
report.adult.ns.st.o.l2, assign a price limit for each person. Look for sales. Stick to that amount.,Make a gift list,Haz una lista de regalos, asigna un límite de precio para cada persona. Busca ofertas. Quédate con esa cantidad.,
report.adult.ns.st.o.l3,"Si tienes una deuda, aprende a pagarla.","If you have debt, learn how to pay it off.",,,
report.adult.ns.st.o.l4,"Compra en un catálogo para evitar gastos impulsivos causados ​​por exhibiciones, ventas y vendedores.","Shop from a catalog to avoid impulsive spending caused by displays, sales, and salespeople.",,,
report.adult.ns.st.o.l5,"Compra cuando te sientas bien, no cuando estés estresado, enojado, cansado, hambriento o presionado.","Shop when you feel good, not when you are stressed, angry, tired, hungry, or pressured.",,,
report.adult.ns.st.o.l6,Establece un presupuesto. Usa depósitos directos para asegurarte de que haya dinero para pagar facturas y ahorros para el futuro. Configura pagos automáticos para facturas.,Set up a budget. Use direct deposits to ensure there is money to pay bills and savings for the future. Set up automatic payments for bills.,,,
report.adult.ns.st.o.l7,Apóyate con afirmaciones de que eres una persona valiosa y amorosa.,"Support yourself with affirmations that you are a lovable, valuable person.",,,
report.adult.ns.st.u.l1,"Determina qué situaciones serán más exitosas si conoces las expectativas de los demás e intentas cumplirlas intencionalmente. No significa gastar más dinero sino causar una buena impresión. Puede ser la forma en que te vistes o los regalos que das, etc. No estar consciente o preocuparte por lo que otros piensan puede limitar tus relaciones, ofertas de trabajo y otras oportunidades.","Determine which situations will be more successful if you are aware of others' expectations and intentionally try to meet them. It doesn't mean spending more money but making a good impression. It may be the way you dress or the gifts you give, etc. Not being aware or caring about what others think may limit your relationships, job offers, and other opportunities.",,,
report.adult.ns.st.u.l2,"Si tienes un negocio, piensa en lo que es importante para tus clientes.","If you have a business, think about what is important to your customers.",,,
report.adult.ns.st.u.l3,"Si tienes objetivos comerciales o profesionales, identifica la mejor manera de gastar para tener éxito. Estar asociado con un negocio conocido, un programa de capacitación, una universidad o un líder en ese campo puede valer tu inversión.","If you have a business or career goals, identify the best way to spend for success. Being associated with a known business, training program, university, or a leader in that field can be worth your investment.",,,
report.adult.ns.under,SUBUSO,UNDERUSING,,,
report.adult.pg2.example1.p1,"Pat creció con un perro y le encantaba jugar con él. Ahora, cuando ve un perro, su actitud es ser feliz y su hábito es acariciarlo.","Pat grew up with a dog and loved playing with it. Now when she sees a dog, her attitude is to be happy and her habit is to pet it.",,,
