ID,Deutsch,English,Comments,,
report.adult.general.ca,"- Was bedeutet finanzielle Freiheit für dich?
- Wann fühlst du dich frei? Was engt dich ein?
- Auf was verlässt du dich, wenn du etwas brauchst? Was machst du, wenn du dich darauf nicht mehr verlassen kannst?
- Welche Umstände lassen es dich vermeiden, eine Verabmachung einzugehen?
- Wie findest du eine Balance zwischen Flexibilit und anderen entgegen zu kommen?
- Fühlst du dich wohl damit, wie andere dich in Bezug auf deine Sorglosigkeit sehen?
- Ist deine Sorglosigkeit Grund für Witzeleien, Beschwerden, Komplimente oder Streit?","- What does it mean to you to have financial freedom?
- What does it take for you to feel free? What makes you feel limited or confined?
- What resources do you rely on when you need something?
- How will you respond if those resources are no longer available to you?
- What circumstances bring out the need to avoid making a commitment?
- How do you differentiate between being flexible and being too accommodating?
- Are you satisfied and comfortable with how others see you related to your Carefree Habitude?
- Have your Carefree ways been the cause of teasing, complaints or arguments?",,,
report.adult.general.gi,"- Was bedeutet es für dich, selbstlos und großzügig zu sein?
- Hast du Schwierigkeiten ""Nein"" zu sagen, wenn andere dich um Hilfe bitten oder dies andeuten?
- Gibst du so viel an andere dass du deine eigenen Wünsche und Bedürfnisse nicht mehr erfüllen kannst oder sogar deine eigene Zukunft riskierst?
- Bist du häufig enttäuscht, dass andere Menschen nicht verantwortungsvoller agieren und erwartet dass du sie rettest?
- Wie profitierst du persönlich andere zu unterstützen und was sind die Kosten?
- Wie entscheidest du dich, wie viel du gibst? Inwiefern bist du dabei von den Erwartungen deines Umfeldes beeinflusst? Ändert sich das, was du gibst, mit deinen finanziellen Möglichkeiten?
- Wissen andere wie viel du gibst oder gibst du anonym?","- What does being selfless and being generous mean to you?
- Do you have a difficult time saying ""no"" when others request (or even hint) that they want your help?
- Are you giving so much to others that you cannot meet your own needs or are jeopardizing your future security?
- Are you often disappointed that people are not being more responsible and are expecting you to rescue them?
- How do you personally benefit from giving to others and what are the costs?
- How do you decide how much to give? How much are you influenced by expectations of your place of worship, work, friends, family or others? Does the amount you give change with your financial circumstances?
- Do others know how much you give or do you give anonymously?
- How do you differentiate between giving generously and enabling others?
",,,
report.adult.general.pl,"- Wie setzt du dir deine Ziele und wie machst du Pläne? Machst du eher formelle oder informelle Pläne?
- Wie entscheidest du, ob du dein Ziel noch verfolgst und deinen Plan entsprechend weiter verfolgst? Wie würdest du verfahren, wenn du festgefahren bist und die Situation neu bewerten musst?
- Wie gehst du damit um, wenn du ermutigt oder unter Druck gesetzt wirst, Geld für Dinge auszugeben, die du nicht brauchst?
- Haben sich deine Ziele über die Jahre verändert? Wenn du über deine Eltern oder andere wichtige Erwachsene in deinem Leben nachdenkst, stimmen deine Ziele mit ihren überein oder unterscheiden sie sich stark?
- Hast du schonmal Dinge verschoben, die du als wichtig erachtest, bis du spezielle Ziele erreicht hast?
- Wie gehst du mit Leuten um, die nicht planen? 
- Wie unterscheidest du zwischen Zielorientierung und Selbstaufopferung?","- How do you set your goals and make plans? Are they formal or informal plans?
- How do you decide if you are still on-target and you should stick to your plan? How would you decide if
you are stuck and need to reassess the situation?
- How do you handle being encouraged or pressured to spend money on things that you do not value?
- Have your goals changed over the years? Thinking about your parents or other key adults in your life, do
your goals reflect their aspirations or are they very different?
- Have you put off doing things you say are important until you reach specific goals?
- How do you respond to people who have not planned?
- How do you differentiate between being persevering and dedicated versus being driven and selfsacrificing?",,,
report.adult.general.se,"- Was bedeutet Sicherheit für dich?
- Wie setzt du deine Sparziele und -pläne? Sind deine Pläne eher formell oder eher informell?
- Was benötigst du, um dich finanziell sicher zu fühlen?
- Wie weißt du, wann du genug Geld hast?
- Was besorgt dich am meisten daran, nicht genügend Geld zu haben?
- Was veranlasst dich, sicherheitsorientiert zu denken und dein Geld zusammenzuhalten?
- Sind die Leitsätze, die du von anderen Leuten über das Sparen gelernt hast, heute noch für dich relevant?
- Wie unterscheidest du zwischen Vorsicht und Risikovermeidung?","- What does security mean to you?
 -How do you set your savings goals and make plans to save? Are your plans formal or informal?
- What would it take for you to feel financially secure?
 -How will you know when you have enough money?
 -What worries you the most about not having enough money?
 -What causes you to become very security-conscious and hold on to your money tightly?
- Are the messages you got from people about saving money to be secure still relevant for you today?
- How do you differentiate between being cautious and avoiding risk?",,,
report.adult.general.sp,"- Was bedeutet es für dich, spontan zu sein?
- Welche Stimmung oder Situation löst bei dir spontane Ausgaben aus?
- Wie hast du dein Geld dieses Jahr ausgegeben, sodass dein Leben bereichert wurde oder du dich stolz gefühlt hast?
- Auf welche Weise hast du dein Geld benutzt, dass du es bereut hast oder Schuldgefühle hattest?
- Was hast du gekauft, dass du nie benutzt hast?
- Wann hast du es am schwierigsten empfunden ""Nein"" zu sagen?
- Wie hast du zwischen einem risikoreichen Ausgabe und einer kalkuliertem Risiko unterschieden?
- Wie unterscheidest du zwischen spontanen und unkontrolliertem Verhalten?","- What does being spontaneous mean to you?
- What moods or situations trigger spontaneous spending for you?
- How did you spend money this year that added value to your life or made you proud?
- How did you use your money that resulted in being or having regrets or feeling guilty or ashamed?
- What did you buy that you didn't ever use?
- When do you find it most difficult to say ""no""?
- How do you differentiate between risky behavior and taking a calculated risk?
- How do you differentiate between fun, spontaneous behavior and addictive or out of control behavior?",,,
report.adult.general.st,"- Was bedeutet Status für dich?
- Mit wem bist du unterwegs oder in welcher Situation bist du, wenn du andere beeindrucken willst?
- Wie gibst du dein Geld aus, wenn du eine Beziehung beginnen oder verstärken willst?
- Wenn du einen Partner oder Kinder hast - was tust du, damit diese gut da stehen?
- Welche Leute, Situationen, Urlaube oder Stimmungen fördern statusbezogenes Ausgeben bei dir?
- Wann findest du es schwierig, mit etwas anderen zufrieden zu sein als dem absolut besten?
- Wenn du ein Geschenk kaufen möchtest und ein gutes Angebot findest, musst du noch etwas dazu kaufen, um den ursprünglich geplanten Betrag auszugeben?
- Wie unterscheidest du, wenn du einen guten Eindruck hinterlassen oder jemanden beeindrucken möchtest?","- What does status mean to you?
- Who are you with or what is the situation when you want to impress others?
- How do you spend money to initiate or maintain relationships?
- If you have a partner or children, what do you do so they look good or have better opportunities?
- What people, situations, holidays or moods trigger status-related spending?
- When do you find it difficult to settle for anything but the best?
- If you're shopping for a gift and find a great deal, do you need to buy something else to bring the amount spent up to what you had planned to spend?
- How do you differentiate between making a good impression and trying to impress someone?
",,,
report.adult.hose.ca,"Es ist wichtig, zu erkennen, wie andere dich sehen. Es kann deine Beziehungen mit Freunden, Familie oder Kollegen beeinflussen. Es kann deine Möglichkeiten und Herausforderungen beeinflussen.                                                                                                                                                                                                                                                                                         Unterschiedliche Menschen können dich unterschiedlich wahrnehmen. Deine Schwester zum Beispiel kann dich als unkompliziert einschätzen. Sie mag es, dass du dich an ihre Urlaubspläne anpasst, die nicht ganz so praktisch für dich sind. Dein Partner könnte dich allerdings als zu flexibel einschätzen. Es kann so erscheinen, dass es dir nichts ausmacht dass deine Familie viel zahlen muss um deine Schwester zu besuchen, die dich und den Rest der Familie nie besuchen kommt.  

Welche der folgenden Eigenschaften beschreiben dich am besten?
&bull; **Unkompliziert** &nbsp;&nbsp; &bull; **Flexibel** &nbsp;&nbsp; &bull; **Unreif** &nbsp;&nbsp; &bull; **Unverantwortlich**

- Welche dieser Eigenschaften schreiben dir andere Menschen zu?
- Sehen dich unterschiedliche Menschen anders? Warum?","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, your sister may see you as easy-going. She appreciates that you're willing to go along with vacation plans that are inconvenient for you, but favored by your siblings. However, your spouse may see you as too flexible. It may seem that you don't care that your family will have to pay a lot to fly somewhere to accommodate your siblings who never fly to visit you.

Which of the following do you think best describes you?  
&bull; **Easygoing** &nbsp;&nbsp; &bull; **Flexible** &nbsp;&nbsp; &bull; **Immature** &nbsp;&nbsp; &bull; **Irresponsible**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",,, 
report.adult.hose.gi,"Es ist wichtig, zu erkennen, wie andere dich sehen. Es kann deine Beziehungen mit Freunden, Familie oder Kollegen beeinflussen. Es kann deine Möglichkeiten und Herausforderungen beeinflussen.                                                                                                                                                                                                                                                                                         Unterschiedliche Menschen können dich unterschiedlich wahrnehmen. Deine Familie zum Beispiel kann es wertschätzen, dass du ihnen immer hilfst. Dein Partner könnte dich allerdings als zu aufopfernd einschätzen und befürchten, dass du deine finanzielle Zukunft aufs Spiel setzt, da du nicht sparst. Es kann so erscheinen, dass du deinen Kindern beibringst, nicht eigenverantwortlich zu handeln. Manche Menschen wertschätzen ein Geschenk. Manche könnten glauben, dass du ihren Stil ablehnst und du möchtest, dass sie sich ändern. 

Welche der folgenden Eigenschaften beschreiben dich am besten?
&bull; **Aufmerksam** &nbsp;&nbsp; &bull; **Wohltätig** &nbsp;&nbsp; &bull; **Freigiebig** &nbsp;&nbsp; &bull; **Märtyrerhaft**

- Welche dieser Eigenschaften schreiben dir andere Menschen zu?
- Sehen dich unterschiedliche Menschen anders? Warum?","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, your children may appreciate that you're always ready to help them. However, a spouse may think you're sacrificing your own financial future by giving and not saving. It may also seem that you're teaching your children to be dependent. When giving, some recipients may be grateful; others may believe you disapprove of their choices and want them to change.

Which of the following do you think best describes you?  
&bull; **Thoughtful** &nbsp;&nbsp; &bull; **Charitable** &nbsp;&nbsp; &bull; **Enabling** &nbsp;&nbsp; &bull; **Martyr**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",,,
report.adult.hose.pl,"Es ist wichtig, zu erkennen, wie andere dich sehen. Es kann deine Beziehungen mit Freunden, Familie oder Kollegen beeinflussen. Es kann deine Möglichkeiten und Herausforderungen beeinflussen.                                                                                                                                                                                                                                                                                         Unterschiedliche Menschen können dich unterschiedlich wahrnehmen. Dein Freund zum Beispiel wird dich um finanziellen Rat bitten, da du vorausplanst. Dein anderer Freund könnte allerdings denken, dass du so entschlossen bist, dich an deinen Plan zu halten, dass du nicht flexibel bist.                                                                                                                                                                                                                                                                                                                                                                                        Welche der folgenden Eigenschaften beschreiben dich am besten?
&bull; **Verantwortlich** &nbsp;&nbsp; &bull; **Befähigt** &nbsp;&nbsp; &bull; **Getrieben** &nbsp;&nbsp; &bull; **Konservativ**

- Welche dieser Eigenschaften schreiben dir andere Menschen zu?
- Sehen dich unterschiedliche Menschen anders? Warum?","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, one friend may always seek you out for financial advice because you plan ahead. However, another friend may think that you're so determined to stick to your plan that you are inflexible.

Which of the following do you think best describes you?  
&bull; **Responsible** &nbsp;&nbsp; &bull; **Accomplished** &nbsp;&nbsp; &bull; **Driven** &nbsp;&nbsp; &bull; **Conservative**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",,,
report.adult.hose.se,"Es ist wichtig, zu erkennen, wie andere dich sehen. Es kann deine Beziehungen mit Freunden, Familie oder Kollegen beeinflussen. Es kann deine Möglichkeiten und Herausforderungen beeinflussen.                                                                                                                                                                                                                                                                                         Unterschiedliche Menschen können dich unterschiedlich wahrnehmen. Dein Partner zum Beispiel kann dich als sparsam wahrnehmen und es wertschätzen, dass du vorsichtig mit deinem Geld umgehst. Dein Kinder könnten allerdings denken, dass du knauserig bist.                                                                                                                                                                                                                                                                                                                                                                                        Welche der folgenden Eigenschaften beschreiben dich am besten?
&bull; **Sparsam** &nbsp;&nbsp; &bull; **Vorbereitet** &nbsp;&nbsp; &bull; **Kleinlich** &nbsp;&nbsp; &bull; **Geizig**

- Welche dieser Eigenschaften schreiben dir andere Menschen zu?
- Sehen dich unterschiedliche Menschen anders? Warum?","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, your spouse may see you as thrifty and appreciate how cautious you are with money. However, your children may see you as miserly.

Which of the following do you think best describes you?  
&bull; **Thrifty** &nbsp;&nbsp; &bull; **Prepared** &nbsp;&nbsp; &bull; **Suspicious** &nbsp;&nbsp; &bull; **Cheap**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",,,
report.adult.hose.sp,"Es ist wichtig, zu erkennen, wie andere dich sehen. Es kann deine Beziehungen mit Freunden, Familie oder Kollegen beeinflussen. Es kann deine Möglichkeiten und Herausforderungen beeinflussen.                                                                                                                                                                                                                                                                                         Unterschiedliche Menschen können dich unterschiedlich wahrnehmen. Dein Freund zum Beispiel wird dich dafür mögen, dass man mit dir Spaß haben kann und Überraschungen liebst. Dein Chef könnte allerdings denken, dass du zu risikoreich und unverantwortlich mit deinem Geld umgehst.                                                                                                                                                                                                                                                                                                                                                                                         Welche der folgenden Eigenschaften beschreiben dich am besten?
&bull; **Offen** &nbsp;&nbsp; &bull; **Lebensfroh** &nbsp;&nbsp; &bull; **Impulsiv** &nbsp;&nbsp; &bull; **Naiv**

- Welche dieser Eigenschaften schreiben dir andere Menschen zu?
- Sehen dich unterschiedliche Menschen anders? Warum?","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, your friend may see you as a lot of fun and love the surprises. However, your boss may see you as taking too many risks with money and think you are irresponsible.

Which of the following do you think best describes you?  
&bull; **Daring** &nbsp;&nbsp; &bull; **Fun-loving** &nbsp;&nbsp; &bull; **Open-minded** &nbsp;&nbsp; &bull; **Impulsive** &nbsp;&nbsp;  
&bull;&nbsp;**Unconcerned with consequences**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",,,
report.adult.hose.st,"Es ist wichtig, zu erkennen, wie andere dich sehen. Es kann deine Beziehungen mit Freunden, Familie oder Kollegen beeinflussen. Es kann deine Möglichkeiten und Herausforderungen beeinflussen.                                                                                                                                                                                                                                                                                         Unterschiedliche Menschen können dich unterschiedlich wahrnehmen. Die Familie deiner Schwester zum Beispiel kann dich dafür lieben, dass du sie immer zu einem tollen Essen einlädst. Deine Schwester könnte allerdings denken, dass du ihr zeigen möchtest, dass du erfolgreicher bist als sie.                                                                                                                                                                                                                                                                                                                                                                                     Welche der folgenden Eigenschaften beschreiben dich am besten?
&bull; **Hilfsbereitschaft** &nbsp;&nbsp; &bull; **Beeindruckend** &nbsp;&nbsp; &bull; **Oberflächlich** &nbsp;&nbsp; &bull; **Unsensibel**

- Welche dieser Eigenschaften schreiben dir andere Menschen zu?
- Sehen dich unterschiedliche Menschen anders? Warum?","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, when you treat your sister's family to an expensive meal, your partner may think it is a generous gesture. However, your sister may feel you are trying to let her know you are more successful than she is.

Which of the following do you think best describes you?  
&bull; **Generous** &nbsp;&nbsp; &bull; **Impressive** &nbsp;&nbsp; &bull; **Superficial** &nbsp;&nbsp; &bull; **Insensitive**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",,,
report.adult.meaning.ca.low,"Du kannst die Dinge loslassen und manchmal flexibel sein.

- Du kannst klar unterscheiden was wichtig ist und verantwortlich handeln, aber nicht viel Aufmerksamkeit für Dinge aufbringen, die nicht wichtig sind für dich. 
- Du triffst manche Entscheidungen unabhängig davon, wieviel Geld du dafür aufbringen musst. 
- Du könntest finanzielle Entscheidungen aufschieben oder nicht viel Mühe dafür aufbringen, dich mit den Details für eine sinnvolle Entscheidung auseinander zu setzen. ","You can let things go and be flexible at times.

- You may clearly differentiate between what is important and be responsible, but not give much attention to things that are unimportant to you.
- You may make some decisions ""just because"" without having any concern about the money involved.
- You may procrastinate or not pay enough attention to details and necessary responsibilities when making financial choices.
",,,
report.adult.meaning.ca.medium,"Wenn du Geld hast denkst du nicht darüber nach was du damit machen könntest. Du könntest jemanden anderen darüber entscheiden lassen oder tust nichts damit. Das könnte bedeuten:

- Dass du abwartest und nichts tust, bevor du mehr Informationen hast
- Dass du wartest, bis der Zeitpunkt besser ist.
- Dass du Themen oder Handlungen vermeidest oder ignorierst, um die du dich kümmern solltest.","Typically, when you have money, you don't really think about what you would do with it. You may let someone else make the decision or just let it slide. That may mean:

- Taking a wait-and-see attitude until more information is available.
- Waiting until you think the timing is better.
- Avoiding, denying or ignoring issues that need to be addressed or actions that should be taken.
",,,
report.adult.meaning.ca.missing,"Du hast keine ""Sorgenfreiheit"" Karten in den ""Das bin ich"" Ablagestapel gelegt.


Vielleicht hast du bewusst keine Karten in diesen Ablagestapel gelegt, aufgrund einer speziellen Situation, die du schonmal erlebt hast. 

Es könnte auch bedeuten, dass du einem Plan treu bleibst, dass du dir gegenüber sehr fordernd bist. Vielleicht fällt es dir schwer, dich zu entspannen oder dich mitreißen zu lassen. Vielleicht möchtest du neue Wege nicht gehen oder erlaubst es nicht, dass dir andere helfen.
                                                                                                                                                                                                                                                                                                                            Die Frage ist: Würdest du davon profitieren, die ""Sorgenfreiheit"" Habitude zu benutzen? Sieh dir die Vorteile davon an diese Habitude häufiger zu nutzen. ","When you sorted your cards, you didn't put any Carefree cards in your ""That's Me"" pile.

Not having any cards in this category may be intentional because of a situation you've experienced.

Not having any of these cards may also be unintentional. Without thinking about it, you may be so stuck on a plan or so serious about what is important to you that you're very demanding on yourself. Maybe you aren't able to relax and go with the flow. Maybe you're not open to trying new ways or allowing others to help you or give you support.

The question is: Would you benefit from using the Carefree Habitude more? Look at the ""Advantages"" section to see benefits of using this Habitude more.",,,
report.adult.meaning.gi.low,"Du magst es, anderen zu helfen und triffst deine Entscheidungen situationsabhängig .

- Es könnte dir helfen, ein System und einen Plan zu entwickeln wie du Geschenke machst. 
- Vielleicht möchtest du freigiebiger sein und mehr darauf achten, eine Balance zu deinen Bedürfnissen herzustellen.
- Es ist dir möglicherweise nicht so wichtig Hilfsbereitschaft zu sein aber du bist es wenn nötig. 
","You like to give to others and make choices depending on the situation.

- You may like to give and have a plan and a system to give gifts as appropriate.
- You may want to be more generous and are being careful to strike a balance with your needs.
- You may not really care that much about giving but do it as necessary or required.
",,,
report.adult.meaning.gi.medium,"Wenn du Geld hast ist dein erster Gedanke, wie du damit anderen helfen könntest.

Das kann bedeuten, es einer obdachlosen Person zu geben, die Rechnungen deines erwachsenen Kindes zu bezahlen oder das Geld einer wohltätigen Organisation zu spenden. Du könntest es nutzen um die grundlegenden Bedürfnisse von jemandem zu erfüllen (wie zum Beispiel Nahrung) oder nichtessentielle Geschenke zu machen (zum Beispiel einem Kind, das schon viele Spielzeuge hat, ein weiteres Spielzeug zu kaufen).

Diese Tendenz könnte:

- informell sein, indem man auf die Bedürfnisse einer Person in diesem Moment reagiert.
- formell sein, indem man zum Beispiel jedes Jahr einer wohltätigen Organisation einen bestimmten Betrag spendet.","Typically, when you have money, your first thought is about how that money could be used to help others.

It could mean anything from giving a handout to a homeless person, paying your adult child's bills or donating money to a charity. It could be giving to meet someone's basic needs (like food or shelter) or giving non-essentials (like buying another toy for a child who has lots of toys).

This giving tendency could be:

- informal, like responding in the moment to a person's need.
- formal, like tithing or writing annual checks to specific organizations.
",,,
report.adult.meaning.gi.missing,"Du hast keine ""Hilfsbereitschaft"" Karten in den ""Das bin ich"" Ablagestapel gelegt.

Vielleicht hast du bewusst keine Karten in diesen Ablagestapel gelegt. Du könntest in einer Situation sein, in der du deine Mittel für deine Wünsche und Bedürfnisse ausgeben möchtest. Oder du glaubst vielleicht nicht daran anderen zu helfen. 

Keine Karten in dieser Kategorie könnte auch unbewusst sein. Ohne darüber nachzudenken, kannst du auch anderen Dingen Priorität einräumen.

Die Frage ist: Könntest du davon profitieren, die spendenorientierte Habitude zu benutzen? Sieh dir die Vorteile davon an diese Habitude häufiger zu nutzen. ","When you sorted your cards, you didn't put any Giving cards in your ""That's Me"" pile.

Not having any cards in this category may be intentional. You may be in a situation where your resources are focused on meeting your own needs. Or, philosophically, you may not believe in giving to others.

Not having any of these cards may also be unintentional. Without thinking about it, you have given more priority to other things.

The question is would it be beneficial for you to use the Giving Habitude more? Look at the ""Advantages"" section to see the benefits of this Habitude.",,,
report.adult.meaning.pl.low,"Du hast einen konkreten Plan oder einige Ideen, was dir wichtig ist.       
                                                                                                                                                                                                                                                                                                    - Vielleicht bist du gut unterwegs und planst deshalb weniger. 
- Du könntest bereits Pläne haben aber nicht unbedingt an diese denken wenn du Geld zum Ausgeben hast. 
- Möglicherweise merkst du dass du deinen Plänen nicht genügend Priorität einräumst um sie wahr zu machen. 
- Andere benötigen deine Zeit und dein Geld, sodass es immer zu Verspätungen und Verhinderungen kommt.","You have a plan or some ideas of what is important to you.

- You may be well on your way so Planning is not a strong focus for you.
- You may have plans but don't necessarily think of them first when you have money to spend.
- You may find you don't give your plans enough priority to make them happen.
- Other demands on your time and money always seem to cause delays and obstacles.",,,
report.adult.meaning.pl.medium,"Wenn du Geld hast, denkst du als erstes darüber nach, wie du es nutzen kannst um deine Ziele zu erreichen. Das könnte bedeuten:

- Du sparst es für ein Haus, Auto oder ein zukünftiges Ereignis.
- Du zahlst eine Rechnung damit. 
- Du gibst es einer Person oder Organisation, der du helfen möchtest. 
- Du investierst es in dich selbst.
- Du tätigst eine finanzielle Investition.

Was auch immer du mit deinem Geld machst passt zu deinem Plan.

- Dies kann ein formeller Plan sein, zum Beispiel ein Sparplan, das Erreichen eines bestimmten Budgets oder selbstgesteckten Zielen 
- Es kann auch ein informeller Plan sein, wie zum Beispiel etwas über das du nachdenkst aber nicht niedergeschrieben hast. 

Denke daran, dass ""einen Plan für dein Geld haben"" nicht unbedingt ein effektiver Plan für eine langfristigen, finanziellen Erfolg bedeuten muss.","Typically, when you have money, your first thought is about how it could be used to reach your goals or accomplish something you've been planning. That may mean:

- Putting it toward saving for a house, car, or future event.
- Paying a bill.
- Giving it to a person or organization you plan to help.
- Investing in yourself.
- Making a financial investment.

Whatever you choose to do with money, it fits into a plan.

- It may be formal like a financial plan, a budget, or written goals.
- It may also be informal and something you've thought about but haven't written down.
Note that *having a plan* for your money doesn't mean that it is necessarily *an effective plan for long-term financial success*.",,,
report.adult.meaning.pl.missing,"Du hast keine ""Planung"" Karten in den ""Das bin ich"" Ablagestapel gelegt.


Vielleicht hast du bewusst keine Karten in diesen Ablagestapel gelegt. Du könntest in einer Situation sein, in der du bereits einen funktionierenden Plan hast.

Keine Karten in dieser Kategorie könnte auch unbewusst sein. Ohne darüber nachzudenken, hast du anderen Dingen eine höhere Priotität eingeräumt. 

Die Frage ist: Könntest du davon profitieren, die Plannungsorientierte Habitude zu benutzen? Sieh dir die Vorteile davon an diese Habitude häufiger zu nutzen. ","When you sorted your cards, you didn't put any Planning cards in your ""That's Me"" pile.

Not having any cards in this category may be intentional because you already have a plan and it's working.

Not having any of these cards may also be unintentional. Without thinking about it, you have given more priority to other things.

The question is: Would you benefit from using the Planning Habitude more? Look at the ""Advantages"" section to see benefits of using this Habitude more.",,,
report.adult.meaning.se.low,"DIr ist es wichtig für die Zukunft zu planen und dich um dein Geld zu kümmern. 

- Du könntest zum Beispiel monatliche Überweisungen für deine Rente von deinem Gehalt abzweigen. Oder du lässt Rechnungen automatisch abziehen.
- Es könnte deine Strategie sein in einem bestimmten Bereich deines Lebens sparsam zu sein, aber flexibel in anderen Bereichen sein. 
- Du könntest inkonsistent darin sein, für deine Zukunft zu sparen oder für das Unerwarteted vorbereitet zu sein.
","You care about planning for the future and taking care of your money.

- You may be automatically having deductions for retirement taken from your paycheck. Or, you may have bills automatically paid so you feel you have everything in order at this point.
- You may have strong feelings about conserving money in one area of your life but can be very flexible in other areas.
- You may be inconsistent about saving for the future or being prepared for the unexpected.
",,,
report.adult.meaning.se.medium,"Wenn du Geld hast, denkst du als Erstes darüber nach, wie du es beschützen kannst. Du sparst bewusst Geld einfach weil es deine Priorität ist, sei es um das Geld zu schützen, für die Zukunft zu sparen oder so viel wie möglich anzusammeln. 

Du hast deine eigene Art zu sparen. Es kann ein Sparkonto sein, ein Investmentkonto oder etwas von dem du überzeugt bist, dass es an Wert behält und dir nicht weggenommen werden kann, wie Land oder Immobilien. Oder du könntest ein eigenes System haben das Geld zu schützen, wie zum Beispiel es zu verstecken.

Das könnte bedeuten dass du zuerst bestimmst wie viel du sparst und mit dem Rest tust, was du möchtest - unabhängig davon, was du opfern musst oder wer davon betroffen ist. Oder du bestimmst zunächst, was benötigt wird und steckst dann alles in deinen Sparplan.

","Typically, when you have money, your first thought is how you can protect it. You will be intentional about saving money because it is your priority ��� whether it is to protect the money, save for the future or amass as much as possible.

You may have your own way to save. It may be a savings account, an investment account or investing in something you feel will retain value and cannot be taken away, like land. Or it might be a unique system of putting money aside to keep it safe or hiding it in a secret place or account.

It could mean automatically determining how much will go into savings and then making do on whatever money is left ��� regardless of what needs are being sacrificed or who is being affected. Or you determine what is needed and everything else is put into safekeeping.",,,
report.adult.meaning.se.missing,"Du hast keine ""Planung"" Karten in den ""Das bin ich"" Ablagestapel gelegt.


Vielleicht hast du bewusst keine Karten in diesen Ablagestapel gelegt. Du könntest in einer Situation sein in der du für die Zukunft gut vorbereitet bist und du kannst dich nun entspannen.

Keine Karten in dieser Kategorie könnte auch unbewusst sein. Vielleicht hast du nie darüber nachgedacht, was es bedeutet für die Zukunft zu sparen oder eine eher stabile finanzielle Situation zu haben.

Die Frage ist: Könntest du davon profitieren, die sicherheitssorientierte Habitude zu benutzen? Sieh dir die Vorteile davon an diese Habitude häufiger zu nutzen. ","When you sorted your cards, you didn't put any Security cards in your ""That's Me"" pile.

Not having any cards in this category may be intentional. You may have prepared well for the future and you can now relax and be less cautious and controlling with your money.

Not having any of these cards may also be unintentional. Perhaps you never considered what it would take to save for the future or have a more stable financial situation.

The question is: Would you benefit from using the Security Habitude more? Look at the ""Advantages"" section to see benefits of using this Habitude more.
",,,
report.adult.meaning.sp.low,"Du kannst dir ein gutes Angebot für etwas was du schon länger haben wolltest schnell zu Nutze machen. 

- In manchen Situationen reagierst du ohne dabei an die langfristigen Konsequenzen zu denken.
- Du kannst wohlüberlegte Risiken eingehen. In manchen Situationen startest du allerdings ohne dabei die Risiken oder Konsequenzen bedacht zu haben.
","You can quickly take advantage of a good deal for something you've been planning to get.

- In some situations you react without thinking of the long -term consequences.
- You may jump in and take calculated risks. But, in other situations you jump in without assessing the risk or consequences.
",,,
report.adult.meaning.sp.medium,"Wenn du Geld hast denkst du als Erstes darüber nach wie du es jetzt benutzen kannst.  Du siehst ein Geschenk, Bonus, Steuerersparnisse oder Erbe als zusätzliches Geld und benutzt es für unmittelbare Bedürnisse anstelle es für ein langfristiges Ziel einzusetzen. 

Spontan mit deinem Geld und deinem Leben umzugehen kann wundervoll sein. Du kannst den Moment genießen. Du kannst dir Möglichkeiten zu Nutze machen und Risiken eingehen. Deine Spontanität bringt Enthusiasmus und Energie in jede Situation. Aber manchmal bedeutet das auch, dass du zu schnell in bestimmten Situationen landest. Möglicherweise bist du bereits einige Verpflichtungen eingegangen ohne vorher genügend Recherche betrieben zu haben.Du denkst nicht darüber nach, wie deine finanziellen Entscheidungen andere oder deine langfristige Zukunft beeinflusst.  Eventuell opferst du deine eigentlichen Ziele für einen flüchtigen, weniger wertvollen Gebrauch deines Geldes.","Typically, when you have money, your first thought is what could you do with that money right now. You'll likely see a gift, bonus, tax return or inheritance as ""extra"" money and use it for more immediate needs or wants instead of putting it toward a long-term goal.

Being spontaneous with money and in life is wonderful. You can enjoy the moment. You can take advantage of opportunities and take risks. Your spontaneity will bring enthusiasm and energy to a situation. But, acting quickly can also mean jumping into things too quickly. You may find you've made commitments without doing enough research. You may not consider how your money choices will affect others or what will happen long-term. You may sacrifice reaching your goals for a fleeting, less valued use of your money.",,,
